Date;Timestamp;Latitude;"Latitude DMS";Longitude;"Longitude DMS";"SOG (knots)";"COG (degree)";"Active interface";Signal;"Total distance (nm)"
2025-08-31T23:55:45;1756684545;43.50741;"43° 30' 27"" N";-1.49554;"001° 29' 44"" W";0;163.1;4G_1056401;;0
2025-08-31T23:50:48;1756684248;43.50739;"43° 30' 27"" N";-1.49556;"001° 29' 44"" W";0;163;4G_1056401;;0
2025-08-31T23:45:48;1756683948;43.50738;"43° 30' 27"" N";-1.49558;"001° 29' 44"" W";0;163.1;4G_1056401;;0
2025-08-31T23:40:48;1756683648;43.50736;"43° 30' 26"" N";-1.49561;"001° 29' 44"" W";0;162.9;4G_1056401;;0
2025-08-31T23:35:45;1756683345;43.50742;"43° 30' 27"" N";-1.49554;"001° 29' 44"" W";0;162.9;4G_1056401;;0
2025-08-31T23:30:48;1756683048;43.50735;"43° 30' 26"" N";-1.49558;"001° 29' 44"" W";0;163.3;4G_1056401;;0
2025-08-31T23:25:48;1756682748;43.50741;"43° 30' 27"" N";-1.49556;"001° 29' 44"" W";0;163;4G_1056401;;0
2025-08-31T23:20:47;1756682447;43.50738;"43° 30' 27"" N";-1.49556;"001° 29' 44"" W";0;162.9;4G_1056401;;0
2025-08-31T23:15:47;1756682147;43.50738;"43° 30' 27"" N";-1.4956;"001° 29' 44"" W";0;162.9;4G_1056401;;0
2025-08-31T23:10:47;1756681847;43.50738;"43° 30' 27"" N";-1.49556;"001° 29' 44"" W";0;162.7;4G_1056401;;0
2025-08-31T23:05:47;1756681547;43.50738;"43° 30' 27"" N";-1.49556;"001° 29' 44"" W";0;163.6;4G_1056401;;0
2025-08-31T23:00:48;1756681248;43.50737;"43° 30' 27"" N";-1.49558;"001° 29' 44"" W";0;162.9;4G_1056401;;0
2025-08-31T22:55:48;1756680948;43.50738;"43° 30' 27"" N";-1.49559;"001° 29' 44"" W";0;163.7;4G_1056401;;0
2025-08-31T22:50:45;1756680645;43.50734;"43° 30' 26"" N";-1.49559;"001° 29' 44"" W";0;163.5;4G_1056401;;0
2025-08-31T22:45:48;1756680348;43.50738;"43° 30' 27"" N";-1.49555;"001° 29' 44"" W";0;163.5;4G_1056401;;0
2025-08-31T22:40:45;1756680045;43.50739;"43° 30' 27"" N";-1.49558;"001° 29' 44"" W";0;164;4G_1056401;;0
2025-08-31T22:35:48;1756679748;43.50737;"43° 30' 27"" N";-1.49558;"001° 29' 44"" W";0;164.1;4G_1056401;;0
2025-08-31T22:30:44;1756679444;43.50736;"43° 30' 26"" N";-1.49566;"001° 29' 44"" W";0;164.1;4G_1056401;;0
2025-08-31T22:25:47;1756679147;43.50734;"43° 30' 26"" N";-1.49567;"001° 29' 44"" W";0;163.6;4G_1056401;;0
2025-08-31T22:20:48;1756678848;43.50737;"43° 30' 27"" N";-1.49557;"001° 29' 44"" W";0;163.8;4G_1056401;;0
2025-08-31T22:15:48;1756678548;43.50737;"43° 30' 27"" N";-1.49557;"001° 29' 44"" W";0;163.8;4G_1056401;;0
2025-08-31T22:10:45;1756678245;43.50738;"43° 30' 27"" N";-1.49554;"001° 29' 44"" W";0;164;4G_1056401;;0
