Date;Timestamp;Latitude;"Latitude DMS";Longitude;"Longitude DMS";"SOG (knots)";"COG (degree)";"Active interface";Signal;"Total distance (nm)"
2025-04-30T23:55:48;1746057348;43.50739;"43° 30' 27"" N";-1.49574;"001° 29' 45"" W";0;164.5;"VSAT Ka_19216811";57%;0
2025-04-30T23:50:47;1746057047;43.50739;"43° 30' 27"" N";-1.49573;"001° 29' 45"" W";0;164.5;"VSAT Ka_19216811";57%;0
2025-04-30T23:45:47;1746056747;43.50736;"43° 30' 26"" N";-1.49572;"001° 29' 45"" W";0;164.3;"VSAT Ka_19216811";57%;0
2025-04-30T23:40:45;1746056445;43.50736;"43° 30' 26"" N";-1.49572;"001° 29' 45"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T23:35:45;1746056145;43.50734;"43° 30' 26"" N";-1.49578;"001° 29' 45"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T23:30:44;1746055844;43.50739;"43° 30' 27"" N";-1.49571;"001° 29' 45"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T23:25:48;1746055548;43.50735;"43° 30' 26"" N";-1.49574;"001° 29' 45"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T23:20:48;1746055248;43.50737;"43° 30' 27"" N";-1.49571;"001° 29' 45"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T23:15:45;1746054945;43.50736;"43° 30' 26"" N";-1.49574;"001° 29' 45"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T23:10:47;1746054647;43.50733;"43° 30' 26"" N";-1.49576;"001° 29' 45"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T23:05:45;1746054345;43.50738;"43° 30' 27"" N";-1.49567;"001° 29' 44"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T23:00:48;1746054048;43.50738;"43° 30' 27"" N";-1.49571;"001° 29' 45"" W";0;164.5;"VSAT Ka_19216811";57%;0
2025-04-30T22:55:48;1746053748;43.50739;"43° 30' 27"" N";-1.49567;"001° 29' 44"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T22:50:47;1746053447;43.50737;"43° 30' 27"" N";-1.4957;"001° 29' 45"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T22:45:48;1746053148;43.50738;"43° 30' 27"" N";-1.49571;"001° 29' 45"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T22:40:45;1746052845;43.50738;"43° 30' 27"" N";-1.49569;"001° 29' 44"" W";0;164.6;"VSAT Ka_19216811";57%;0
2025-04-30T22:35:47;1746052547;43.50738;"43° 30' 27"" N";-1.49568;"001° 29' 44"" W";0;164.7;"VSAT Ka_19216811";57%;0
2025-04-30T22:30:48;1746052248;43.50739;"43° 30' 27"" N";-1.49574;"001° 29' 45"" W";0;164.7;"VSAT Ka_19216811";57%;0
2025-04-30T22:25:48;1746051948;43.50739;"43° 30' 27"" N";-1.4957;"001° 29' 45"" W";0;164.7;"VSAT Ka_19216811";57%;0
2025-04-30T22:20:47;1746051647;43.50742;"43° 30' 27"" N";-1.49569;"001° 29' 44"" W";0;164.7;"VSAT Ka_19216811";57%;0
2025-04-30T22:15:47;1746051347;43.50738;"43° 30' 27"" N";-1.49571;"001° 29' 45"" W";0;164.7;"VSAT Ka_19216811";57%;0
2025-04-30T22:10:48;1746051048;43.5074;"43° 30' 27"" N";-1.49571;"001° 29' 45"" W";0;164.7;"VSAT Ka_19216811";57%;0
