Date;Timestamp;Latitude;"Latitude DMS";Longitude;"Longitude DMS";"SOG (knots)";"COG (degree)";"Active interface";Signal;"Total distance (nm)"
2025-06-30T23:55:48;1751327748;43.50736;"43° 30' 26"" N";-1.49566;"001° 29' 44"" W";0;166.4;4G_1056401;;0
2025-06-30T23:50:48;1751327448;43.50739;"43° 30' 27"" N";-1.49565;"001° 29' 44"" W";0;166.4;4G_1056401;;0
2025-06-30T23:45:48;1751327148;43.5074;"43° 30' 27"" N";-1.49566;"001° 29' 44"" W";0;166.4;4G_1056401;;0
2025-06-30T23:40:47;1751326847;43.50742;"43° 30' 27"" N";-1.49567;"001° 29' 44"" W";0;166.4;4G_1056401;;0
2025-06-30T23:35:47;1751326547;43.50737;"43° 30' 27"" N";-1.49561;"001° 29' 44"" W";0;166.3;4G_1056401;;0
2025-06-30T23:30:44;1751326244;43.50739;"43° 30' 27"" N";-1.49564;"001° 29' 44"" W";0;166.6;4G_1056401;;0
2025-06-30T23:25:47;1751325947;43.5074;"43° 30' 27"" N";-1.49566;"001° 29' 44"" W";0;166.4;4G_1056401;;0
2025-06-30T23:20:45;1751325645;43.50739;"43° 30' 27"" N";-1.49564;"001° 29' 44"" W";0;166.6;4G_1056401;;0
2025-06-30T23:15:45;1751325345;43.50737;"43° 30' 27"" N";-1.49565;"001° 29' 44"" W";0;166.4;4G_1056401;;0
2025-06-30T23:10:45;1751325045;43.50736;"43° 30' 26"" N";-1.49567;"001° 29' 44"" W";0;164.9;4G_1056401;;0
2025-06-30T23:05:48;1751324748;43.50738;"43° 30' 27"" N";-1.49564;"001° 29' 44"" W";0;165.6;4G_1056401;;0
2025-06-30T23:00:47;1751324447;43.50741;"43° 30' 27"" N";-1.49565;"001° 29' 44"" W";0;166.1;4G_1056401;;0
2025-06-30T22:55:48;1751324148;43.50739;"43° 30' 27"" N";-1.49565;"001° 29' 44"" W";0;166.1;4G_1056401;;0
2025-06-30T22:50:48;1751323848;43.5074;"43° 30' 27"" N";-1.4957;"001° 29' 45"" W";0;166.2;4G_1056401;;0
2025-06-30T22:45:48;1751323548;43.50737;"43° 30' 27"" N";-1.49569;"001° 29' 44"" W";0;165.8;4G_1056401;;0
2025-06-30T22:40:44;1751323244;43.5074;"43° 30' 27"" N";-1.49567;"001° 29' 44"" W";0;166.3;4G_1056401;;0
2025-06-30T22:35:47;1751322947;43.50738;"43° 30' 27"" N";-1.49565;"001° 29' 44"" W";0;165.4;4G_1056401;;0
2025-06-30T22:30:48;1751322648;43.50738;"43° 30' 27"" N";-1.49565;"001° 29' 44"" W";0;166.1;4G_1056401;;0
2025-06-30T22:25:48;1751322348;43.5074;"43° 30' 27"" N";-1.49567;"001° 29' 44"" W";0;165.6;4G_1056401;;0
2025-06-30T22:20:48;1751322048;43.5074;"43° 30' 27"" N";-1.49567;"001° 29' 44"" W";0;164.7;4G_1056401;;0
2025-06-30T22:15:47;1751321747;43.50741;"43° 30' 27"" N";-1.49567;"001° 29' 44"" W";0;164.6;4G_1056401;;0
2025-06-30T22:10:48;1751321448;43.50739;"43° 30' 27"" N";-1.49563;"001° 29' 44"" W";0;165.2;4G_1056401;;0
2025-06-30T22:05:48;1751321148;43.50741;"43° 30' 27"" N";-1.49565;"001° 29' 44"" W";0;166;4G_1056401;;0
2025-06-30T22:00:48;1751320848;43.50738;"43° 30' 27"" N";-1.49565;"001° 29' 44"" W";0;166;4G_1056401;;0
2025-06-30T21:55:48;1751320548;43.50736;"43° 30' 26"" N";-1.49565;"001° 29' 44"" W";0;165.6;4G_1056401;;0
2025-06-30T21:50:47;1751320247;43.50737;"43° 30' 27"" N";-1.49564;"001° 29' 44"" W";0;165.8;4G_1056401;;0
2025-06-30T21:45:44;1751319944;43.50739;"43° 30' 27"" N";-1.49567;"001° 29' 44"" W";0;165.1;4G_1056401;;0
2025-06-30T21:40:48;1751319648;43.50737;"43° 30' 27"" N";-1.49567;"001° 29' 44"" W";0;164.7;4G_1056401;;0
2025-06-30T21:35:48;1751319348;43.5074;"43° 30' 27"" N";-1.49565;"001° 29' 44"" W";0;166;4G_1056401;;0
2025-06-30T21:30:48;1751319048;43.50738;"43° 30' 27"" N";-1.49565;"001° 29' 44"" W";0;166.1;4G_1056401;;0
2025-06-30T21:25:48;1751318748;43.50742;"43° 30' 27"" N";-1.49563;"001° 29' 44"" W";0;166.1;4G_1056401;;0
