Date;Timestamp;Latitude;"Latitude DMS";Longitude;"Longitude DMS";"SOG (knots)";"COG (degree)";"Active interface";Signal;"Total distance (nm)"
2025-03-31T23:55:47;1743465347;44.34814;"44° 20' 53"" N";-1.36604;"001° 21' 58"" W";3;350.8;4G_1056401;;0.09
2025-03-31T23:50:45;1743465045;44.34257;"44° 20' 33"" N";-1.36489;"001° 21' 54"" W";4;352.8;4G_1056401;;0.43
2025-03-31T23:45:45;1743464745;44.33704;"44° 20' 13"" N";-1.36383;"001° 21' 50"" W";3;354.2;4G_1056401;;0.77
2025-03-31T23:40:47;1743464447;44.33145;"44° 19' 53"" N";-1.36356;"001° 21' 49"" W";3;9.4;4G_1056401;;1.11
2025-03-31T23:35:48;1743464148;44.32916;"44° 19' 45"" N";-1.36715;"001° 22' 02"" W";4;159.8;4G_1056401;;1.32
2025-03-31T23:30:48;1743463848;44.33538;"44° 20' 07"" N";-1.36715;"001° 22' 02"" W";4;175;4G_1056401;;1.69
2025-03-31T23:25:44;1743463544;44.34157;"44° 20' 30"" N";-1.36742;"001° 22' 03"" W";4;177.4;4G_1056401;;2.06
2025-03-31T23:20:48;1743463248;44.3477;"44° 20' 52"" N";-1.36798;"001° 22' 05"" W";3;169.1;4G_1056401;;2.43
2025-03-31T23:15:48;1743462948;44.34883;"44° 20' 56"" N";-1.37022;"001° 22' 13"" W";4;356.2;4G_1056401;;2.55
2025-03-31T23:10:44;1743462644;44.34307;"44° 20' 35"" N";-1.36967;"001° 22' 11"" W";4;356.4;4G_1056401;;2.9
2025-03-31T23:05:44;1743462344;44.33735;"44° 20' 14"" N";-1.36911;"001° 22' 09"" W";4;356.5;4G_1056401;;3.24
2025-03-31T23:00:48;1743462048;44.3317;"44° 19' 54"" N";-1.36855;"001° 22' 07"" W";3;357.1;4G_1056401;;3.58
2025-03-31T22:55:45;1743461745;44.32596;"44° 19' 33"" N";-1.36797;"001° 22' 05"" W";4;358.5;4G_1056401;;3.93
2025-03-31T22:50:45;1743461445;44.32026;"44° 19' 13"" N";-1.36764;"001° 22' 04"" W";3;354.3;4G_1056401;;4.27
2025-03-31T22:45:44;1743461144;44.31458;"44° 18' 52"" N";-1.36606;"001° 21' 58"" W";3;353.7;4G_1056401;;4.62
2025-03-31T22:40:47;1743460847;44.30925;"44° 18' 33"" N";-1.36632;"001° 21' 59"" W";4;323;4G_1056401;;4.94
2025-03-31T22:35:48;1743460548;44.31403;"44° 18' 51"" N";-1.36365;"001° 21' 49"" W";4;176.9;4G_1056401;;5.25
2025-03-31T22:30:48;1743460248;44.32039;"44° 19' 13"" N";-1.3632;"001° 21' 48"" W";4;178.8;4G_1056401;;5.63
2025-03-31T22:25:47;1743459947;44.32673;"44° 19' 36"" N";-1.36258;"001° 21' 45"" W";4;177.2;4G_1056401;;6.01
2025-03-31T22:20:44;1743459644;44.33298;"44° 19' 59"" N";-1.3622;"001° 21' 44"" W";4;179.3;4G_1056401;;6.39
2025-03-31T22:15:45;1743459345;44.3393;"44° 20' 21"" N";-1.36159;"001° 21' 42"" W";4;178.8;4G_1056401;;6.77
2025-03-31T22:10:48;1743459048;44.34562;"44° 20' 44"" N";-1.3614;"001° 21' 41"" W";4;173.5;4G_1056401;;7.15
2025-03-31T22:05:48;1743458748;44.35195;"44° 21' 07"" N";-1.36155;"001° 21' 42"" W";3;156.9;4G_1056401;;7.53
2025-03-31T22:00:47;1743458447;44.34841;"44° 20' 54"" N";-1.36305;"001° 21' 47"" W";3;2.1;4G_1056401;;7.75
2025-03-31T21:55:44;1743458144;44.34285;"44° 20' 34"" N";-1.36262;"001° 21' 45"" W";3;358.7;4G_1056401;;8.08
2025-03-31T21:50:47;1743457847;44.33719;"44° 20' 14"" N";-1.36227;"001° 21' 44"" W";4;1.8;4G_1056401;;8.42
2025-03-31T21:45:45;1743457545;44.33163;"44° 19' 54"" N";-1.36179;"001° 21' 42"" W";3;0.2;4G_1056401;;8.75
2025-03-31T21:40:48;1743457248;44.32601;"44° 19' 34"" N";-1.36149;"001° 21' 41"" W";3;1.1;4G_1056401;;9.09
2025-03-31T21:35:47;1743456947;44.3203;"44° 19' 13"" N";-1.36112;"001° 21' 40"" W";4;2.1;4G_1056401;;9.43
2025-03-31T21:30:47;1743456647;44.31469;"44° 18' 53"" N";-1.36072;"001° 21' 39"" W";3;358.1;4G_1056401;;9.77
2025-03-31T21:25:47;1743456347;44.30903;"44° 18' 33"" N";-1.36024;"001° 21' 37"" W";3;2.8;4G_1056401;;10.11
2025-03-31T21:20:48;1743456048;44.31117;"44° 18' 40"" N";-1.36302;"001° 21' 47"" W";4;179;4G_1056401;;10.29
2025-03-31T21:15:48;1743455748;44.31761;"44° 19' 03"" N";-1.3623;"001° 21' 44"" W";4;178.1;4G_1056401;;10.68
2025-03-31T21:10:48;1743455448;44.32403;"44° 19' 27"" N";-1.36153;"001° 21' 42"" W";4;178.9;4G_1056401;;11.07
2025-03-31T21:05:48;1743455148;44.33043;"44° 19' 50"" N";-1.36034;"001° 21' 37"" W";1;182.7;4G_1056401;;11.46
2025-03-31T21:00:48;1743454848;44.33259;"44° 19' 57"" N";-1.36081;"001° 21' 39"" W";0;128;4G_1056401;;11.59
2025-03-31T20:55:47;1743454547;44.33335;"44° 20' 00"" N";-1.36041;"001° 21' 37"" W";0;164.3;4G_1056401;;11.64
2025-03-31T20:50:47;1743454247;44.33434;"44° 20' 04"" N";-1.35955;"001° 21' 34"" W";0;122.8;4G_1056401;;11.71
